k,alpha,min_multiplier,s1_weight,disparity_threshold,similarity_threshold,cluster_size_threshold,accuracy,mae,rmse,flag_rate,n_correct,n_flagged,n_total
5,0.1,0.4,0.7,3.5,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.4,0.7,3.5,0.4,15,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.4,0.7,3.5,0.4,20,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.4,0.7,3.5,0.5,10,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.4,0.7,3.5,0.5,15,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.4,0.7,3.5,0.5,20,72.0,1.137,1.471,20.0,18,5,25
5,0.1,0.4,0.7,3.5,0.6,10,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.4,0.7,3.5,0.6,15,72.0,1.137,1.471,40.0,18,10,25
5,0.1,0.4,0.7,3.5,0.6,20,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.4,0.7,3.5,0.7,10,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.4,0.7,3.5,0.7,15,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.4,0.7,3.5,0.7,20,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.4,0.7,4.0,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.4,0.7,4.0,0.4,15,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.4,0.7,4.0,0.4,20,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.4,0.7,4.0,0.5,10,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.4,0.7,4.0,0.5,15,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.4,0.7,4.0,0.5,20,72.0,1.137,1.471,20.0,18,5,25
5,0.1,0.4,0.7,4.0,0.6,10,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.4,0.7,4.0,0.6,15,72.0,1.137,1.471,40.0,18,10,25
5,0.1,0.4,0.7,4.0,0.6,20,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.4,0.7,4.0,0.7,10,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.4,0.7,4.0,0.7,15,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.4,0.7,4.0,0.7,20,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.4,2.0,0.4,10,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.5,0.4,2.0,0.4,15,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.5,0.4,2.0,0.4,20,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.5,0.4,2.0,0.5,10,76.0,1.067,1.328,20.0,19,5,25
5,0.1,0.5,0.4,2.0,0.5,15,76.0,1.067,1.328,40.0,19,10,25
5,0.1,0.5,0.4,2.0,0.5,20,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,2.0,0.6,10,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,2.0,0.6,15,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.5,0.4,2.0,0.6,20,76.0,1.067,1.328,56.0,19,14,25
5,0.1,0.5,0.4,2.0,0.7,10,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.5,0.4,2.0,0.7,15,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.5,0.4,2.0,0.7,20,76.0,1.067,1.328,64.0,19,16,25
5,0.1,0.5,0.4,2.5,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.5,0.4,2.5,0.4,15,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,2.5,0.4,20,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,2.5,0.5,10,76.0,1.067,1.328,12.0,19,3,25
5,0.1,0.5,0.4,2.5,0.5,15,76.0,1.067,1.328,32.0,19,8,25
5,0.1,0.5,0.4,2.5,0.5,20,76.0,1.067,1.328,36.0,19,9,25
5,0.1,0.5,0.4,2.5,0.6,10,76.0,1.067,1.328,36.0,19,9,25
5,0.1,0.5,0.4,2.5,0.6,15,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,2.5,0.6,20,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.5,0.4,2.5,0.7,10,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,2.5,0.7,15,76.0,1.067,1.328,56.0,19,14,25
5,0.1,0.5,0.4,2.5,0.7,20,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.5,0.4,3.0,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.5,0.4,3.0,0.4,15,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.5,0.4,3.0,0.4,20,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.5,0.4,3.0,0.5,10,76.0,1.067,1.328,12.0,19,3,25
5,0.1,0.5,0.4,3.0,0.5,15,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.5,0.4,3.0,0.5,20,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.5,0.4,3.0,0.6,10,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.5,0.4,3.0,0.6,15,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,3.0,0.6,20,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,3.0,0.7,10,76.0,1.067,1.328,32.0,19,8,25
5,0.1,0.5,0.4,3.0,0.7,15,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,3.0,0.7,20,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.5,0.4,3.5,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.5,0.4,3.5,0.4,15,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.5,0.4,3.5,0.4,20,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.5,0.4,3.5,0.5,10,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.5,0.4,3.5,0.5,15,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,3.5,0.5,20,76.0,1.067,1.328,20.0,19,5,25
5,0.1,0.5,0.4,3.5,0.6,10,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,3.5,0.6,15,76.0,1.067,1.328,40.0,19,10,25
5,0.1,0.5,0.4,3.5,0.6,20,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,3.5,0.7,10,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.5,0.4,3.5,0.7,15,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,3.5,0.7,20,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.4,4.0,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.5,0.4,4.0,0.4,15,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.5,0.4,4.0,0.4,20,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.5,0.4,4.0,0.5,10,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.5,0.4,4.0,0.5,15,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,4.0,0.5,20,76.0,1.067,1.328,20.0,19,5,25
5,0.1,0.5,0.4,4.0,0.6,10,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.5,0.4,4.0,0.6,15,76.0,1.067,1.328,40.0,19,10,25
5,0.1,0.5,0.4,4.0,0.6,20,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,4.0,0.7,10,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.5,0.4,4.0,0.7,15,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.5,0.4,4.0,0.7,20,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.5,0.5,2.0,0.4,10,76.0,1.09,1.37,4.0,19,1,25
5,0.1,0.5,0.5,2.0,0.4,15,76.0,1.09,1.37,28.0,19,7,25
5,0.1,0.5,0.5,2.0,0.4,20,76.0,1.09,1.37,28.0,19,7,25
5,0.1,0.5,0.5,2.0,0.5,10,76.0,1.09,1.37,20.0,19,5,25
5,0.1,0.5,0.5,2.0,0.5,15,76.0,1.09,1.37,40.0,19,10,25
5,0.1,0.5,0.5,2.0,0.5,20,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,2.0,0.6,10,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,2.0,0.6,15,76.0,1.09,1.37,52.0,19,13,25
5,0.1,0.5,0.5,2.0,0.6,20,76.0,1.09,1.37,56.0,19,14,25
5,0.1,0.5,0.5,2.0,0.7,10,76.0,1.09,1.37,60.0,19,15,25
5,0.1,0.5,0.5,2.0,0.7,15,76.0,1.09,1.37,60.0,19,15,25
5,0.1,0.5,0.5,2.0,0.7,20,76.0,1.09,1.37,64.0,19,16,25
5,0.1,0.5,0.5,2.5,0.4,10,76.0,1.09,1.37,0.0,19,0,25
5,0.1,0.5,0.5,2.5,0.4,15,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,2.5,0.4,20,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,2.5,0.5,10,76.0,1.09,1.37,12.0,19,3,25
5,0.1,0.5,0.5,2.5,0.5,15,76.0,1.09,1.37,32.0,19,8,25
5,0.1,0.5,0.5,2.5,0.5,20,76.0,1.09,1.37,36.0,19,9,25
5,0.1,0.5,0.5,2.5,0.6,10,76.0,1.09,1.37,36.0,19,9,25
5,0.1,0.5,0.5,2.5,0.6,15,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,2.5,0.6,20,76.0,1.09,1.37,52.0,19,13,25
5,0.1,0.5,0.5,2.5,0.7,10,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,2.5,0.7,15,76.0,1.09,1.37,56.0,19,14,25
5,0.1,0.5,0.5,2.5,0.7,20,76.0,1.09,1.37,60.0,19,15,25
5,0.1,0.5,0.5,3.0,0.4,10,76.0,1.09,1.37,0.0,19,0,25
5,0.1,0.5,0.5,3.0,0.4,15,76.0,1.09,1.37,8.0,19,2,25
5,0.1,0.5,0.5,3.0,0.4,20,76.0,1.09,1.37,8.0,19,2,25
5,0.1,0.5,0.5,3.0,0.5,10,76.0,1.09,1.37,12.0,19,3,25
5,0.1,0.5,0.5,3.0,0.5,15,76.0,1.09,1.37,24.0,19,6,25
5,0.1,0.5,0.5,3.0,0.5,20,76.0,1.09,1.37,28.0,19,7,25
5,0.1,0.5,0.5,3.0,0.6,10,76.0,1.09,1.37,24.0,19,6,25
5,0.1,0.5,0.5,3.0,0.6,15,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,3.0,0.6,20,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,3.0,0.7,10,76.0,1.09,1.37,32.0,19,8,25
5,0.1,0.5,0.5,3.0,0.7,15,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,3.0,0.7,20,76.0,1.09,1.37,52.0,19,13,25
5,0.1,0.5,0.5,3.5,0.4,10,76.0,1.09,1.37,0.0,19,0,25
5,0.1,0.5,0.5,3.5,0.4,15,76.0,1.09,1.37,4.0,19,1,25
5,0.1,0.5,0.5,3.5,0.4,20,76.0,1.09,1.37,4.0,19,1,25
5,0.1,0.5,0.5,3.5,0.5,10,76.0,1.09,1.37,8.0,19,2,25
5,0.1,0.5,0.5,3.5,0.5,15,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,3.5,0.5,20,76.0,1.09,1.37,20.0,19,5,25
5,0.1,0.5,0.5,3.5,0.6,10,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,3.5,0.6,15,76.0,1.09,1.37,40.0,19,10,25
5,0.1,0.5,0.5,3.5,0.6,20,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,3.5,0.7,10,76.0,1.09,1.37,24.0,19,6,25
5,0.1,0.5,0.5,3.5,0.7,15,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,3.5,0.7,20,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.5,4.0,0.4,10,76.0,1.09,1.37,0.0,19,0,25
5,0.1,0.5,0.5,4.0,0.4,15,76.0,1.09,1.37,4.0,19,1,25
5,0.1,0.5,0.5,4.0,0.4,20,76.0,1.09,1.37,4.0,19,1,25
5,0.1,0.5,0.5,4.0,0.5,10,76.0,1.09,1.37,8.0,19,2,25
5,0.1,0.5,0.5,4.0,0.5,15,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,4.0,0.5,20,76.0,1.09,1.37,20.0,19,5,25
5,0.1,0.5,0.5,4.0,0.6,10,76.0,1.09,1.37,16.0,19,4,25
5,0.1,0.5,0.5,4.0,0.6,15,76.0,1.09,1.37,40.0,19,10,25
5,0.1,0.5,0.5,4.0,0.6,20,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,4.0,0.7,10,76.0,1.09,1.37,24.0,19,6,25
5,0.1,0.5,0.5,4.0,0.7,15,76.0,1.09,1.37,44.0,19,11,25
5,0.1,0.5,0.5,4.0,0.7,20,76.0,1.09,1.37,48.0,19,12,25
5,0.1,0.5,0.6,2.0,0.4,10,76.0,1.114,1.417,4.0,19,1,25
5,0.1,0.5,0.6,2.0,0.4,15,76.0,1.114,1.417,28.0,19,7,25
5,0.1,0.5,0.6,2.0,0.4,20,76.0,1.114,1.417,28.0,19,7,25
5,0.1,0.5,0.6,2.0,0.5,10,76.0,1.114,1.417,20.0,19,5,25
5,0.1,0.5,0.6,2.0,0.5,15,76.0,1.114,1.417,40.0,19,10,25
5,0.1,0.5,0.6,2.0,0.5,20,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,2.0,0.6,10,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,2.0,0.6,15,76.0,1.114,1.417,52.0,19,13,25
5,0.1,0.5,0.6,2.0,0.6,20,76.0,1.114,1.417,56.0,19,14,25
5,0.1,0.5,0.6,2.0,0.7,10,76.0,1.114,1.417,60.0,19,15,25
5,0.1,0.5,0.6,2.0,0.7,15,76.0,1.114,1.417,60.0,19,15,25
5,0.1,0.5,0.6,2.0,0.7,20,76.0,1.114,1.417,64.0,19,16,25
5,0.1,0.5,0.6,2.5,0.4,10,76.0,1.114,1.417,0.0,19,0,25
5,0.1,0.5,0.6,2.5,0.4,15,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,2.5,0.4,20,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,2.5,0.5,10,76.0,1.114,1.417,12.0,19,3,25
5,0.1,0.5,0.6,2.5,0.5,15,76.0,1.114,1.417,32.0,19,8,25
5,0.1,0.5,0.6,2.5,0.5,20,76.0,1.114,1.417,36.0,19,9,25
5,0.1,0.5,0.6,2.5,0.6,10,76.0,1.114,1.417,36.0,19,9,25
5,0.1,0.5,0.6,2.5,0.6,15,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,2.5,0.6,20,76.0,1.114,1.417,52.0,19,13,25
5,0.1,0.5,0.6,2.5,0.7,10,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,2.5,0.7,15,76.0,1.114,1.417,56.0,19,14,25
5,0.1,0.5,0.6,2.5,0.7,20,76.0,1.114,1.417,60.0,19,15,25
5,0.1,0.5,0.6,3.0,0.4,10,76.0,1.114,1.417,0.0,19,0,25
5,0.1,0.5,0.6,3.0,0.4,15,76.0,1.114,1.417,8.0,19,2,25
5,0.1,0.5,0.6,3.0,0.4,20,76.0,1.114,1.417,8.0,19,2,25
5,0.1,0.5,0.6,3.0,0.5,10,76.0,1.114,1.417,12.0,19,3,25
5,0.1,0.5,0.6,3.0,0.5,15,76.0,1.114,1.417,24.0,19,6,25
5,0.1,0.5,0.6,3.0,0.5,20,76.0,1.114,1.417,28.0,19,7,25
5,0.1,0.5,0.6,3.0,0.6,10,76.0,1.114,1.417,24.0,19,6,25
5,0.1,0.5,0.6,3.0,0.6,15,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,3.0,0.6,20,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,3.0,0.7,10,76.0,1.114,1.417,32.0,19,8,25
5,0.1,0.5,0.6,3.0,0.7,15,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,3.0,0.7,20,76.0,1.114,1.417,52.0,19,13,25
5,0.1,0.5,0.6,3.5,0.4,10,76.0,1.114,1.417,0.0,19,0,25
5,0.1,0.5,0.6,3.5,0.4,15,76.0,1.114,1.417,4.0,19,1,25
5,0.1,0.5,0.6,3.5,0.4,20,76.0,1.114,1.417,4.0,19,1,25
5,0.1,0.5,0.6,3.5,0.5,10,76.0,1.114,1.417,8.0,19,2,25
5,0.1,0.5,0.6,3.5,0.5,15,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,3.5,0.5,20,76.0,1.114,1.417,20.0,19,5,25
5,0.1,0.5,0.6,3.5,0.6,10,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,3.5,0.6,15,76.0,1.114,1.417,40.0,19,10,25
5,0.1,0.5,0.6,3.5,0.6,20,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,3.5,0.7,10,76.0,1.114,1.417,24.0,19,6,25
5,0.1,0.5,0.6,3.5,0.7,15,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,3.5,0.7,20,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.6,4.0,0.4,10,76.0,1.114,1.417,0.0,19,0,25
5,0.1,0.5,0.6,4.0,0.4,15,76.0,1.114,1.417,4.0,19,1,25
5,0.1,0.5,0.6,4.0,0.4,20,76.0,1.114,1.417,4.0,19,1,25
5,0.1,0.5,0.6,4.0,0.5,10,76.0,1.114,1.417,8.0,19,2,25
5,0.1,0.5,0.6,4.0,0.5,15,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,4.0,0.5,20,76.0,1.114,1.417,20.0,19,5,25
5,0.1,0.5,0.6,4.0,0.6,10,76.0,1.114,1.417,16.0,19,4,25
5,0.1,0.5,0.6,4.0,0.6,15,76.0,1.114,1.417,40.0,19,10,25
5,0.1,0.5,0.6,4.0,0.6,20,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,4.0,0.7,10,76.0,1.114,1.417,24.0,19,6,25
5,0.1,0.5,0.6,4.0,0.7,15,76.0,1.114,1.417,44.0,19,11,25
5,0.1,0.5,0.6,4.0,0.7,20,76.0,1.114,1.417,48.0,19,12,25
5,0.1,0.5,0.7,2.0,0.4,10,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.5,0.7,2.0,0.4,15,72.0,1.137,1.471,28.0,18,7,25
5,0.1,0.5,0.7,2.0,0.4,20,72.0,1.137,1.471,28.0,18,7,25
5,0.1,0.5,0.7,2.0,0.5,10,72.0,1.137,1.471,20.0,18,5,25
5,0.1,0.5,0.7,2.0,0.5,15,72.0,1.137,1.471,40.0,18,10,25
5,0.1,0.5,0.7,2.0,0.5,20,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,2.0,0.6,10,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,2.0,0.6,15,72.0,1.137,1.471,52.0,18,13,25
5,0.1,0.5,0.7,2.0,0.6,20,72.0,1.137,1.471,56.0,18,14,25
5,0.1,0.5,0.7,2.0,0.7,10,72.0,1.137,1.471,60.0,18,15,25
5,0.1,0.5,0.7,2.0,0.7,15,72.0,1.137,1.471,60.0,18,15,25
5,0.1,0.5,0.7,2.0,0.7,20,72.0,1.137,1.471,64.0,18,16,25
5,0.1,0.5,0.7,2.5,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.5,0.7,2.5,0.4,15,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,2.5,0.4,20,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,2.5,0.5,10,72.0,1.137,1.471,12.0,18,3,25
5,0.1,0.5,0.7,2.5,0.5,15,72.0,1.137,1.471,32.0,18,8,25
5,0.1,0.5,0.7,2.5,0.5,20,72.0,1.137,1.471,36.0,18,9,25
5,0.1,0.5,0.7,2.5,0.6,10,72.0,1.137,1.471,36.0,18,9,25
5,0.1,0.5,0.7,2.5,0.6,15,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,2.5,0.6,20,72.0,1.137,1.471,52.0,18,13,25
5,0.1,0.5,0.7,2.5,0.7,10,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,2.5,0.7,15,72.0,1.137,1.471,56.0,18,14,25
5,0.1,0.5,0.7,2.5,0.7,20,72.0,1.137,1.471,60.0,18,15,25
5,0.1,0.5,0.7,3.0,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.5,0.7,3.0,0.4,15,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.5,0.7,3.0,0.4,20,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.5,0.7,3.0,0.5,10,72.0,1.137,1.471,12.0,18,3,25
5,0.1,0.5,0.7,3.0,0.5,15,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.5,0.7,3.0,0.5,20,72.0,1.137,1.471,28.0,18,7,25
5,0.1,0.5,0.7,3.0,0.6,10,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.5,0.7,3.0,0.6,15,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,3.0,0.6,20,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,3.0,0.7,10,72.0,1.137,1.471,32.0,18,8,25
5,0.1,0.5,0.7,3.0,0.7,15,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,3.0,0.7,20,72.0,1.137,1.471,52.0,18,13,25
5,0.1,0.5,0.7,3.5,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.5,0.7,3.5,0.4,15,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.5,0.7,3.5,0.4,20,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.5,0.7,3.5,0.5,10,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.5,0.7,3.5,0.5,15,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,3.5,0.5,20,72.0,1.137,1.471,20.0,18,5,25
5,0.1,0.5,0.7,3.5,0.6,10,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,3.5,0.6,15,72.0,1.137,1.471,40.0,18,10,25
5,0.1,0.5,0.7,3.5,0.6,20,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,3.5,0.7,10,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.5,0.7,3.5,0.7,15,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,3.5,0.7,20,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.5,0.7,4.0,0.4,10,72.0,1.137,1.471,0.0,18,0,25
5,0.1,0.5,0.7,4.0,0.4,15,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.5,0.7,4.0,0.4,20,72.0,1.137,1.471,4.0,18,1,25
5,0.1,0.5,0.7,4.0,0.5,10,72.0,1.137,1.471,8.0,18,2,25
5,0.1,0.5,0.7,4.0,0.5,15,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,4.0,0.5,20,72.0,1.137,1.471,20.0,18,5,25
5,0.1,0.5,0.7,4.0,0.6,10,72.0,1.137,1.471,16.0,18,4,25
5,0.1,0.5,0.7,4.0,0.6,15,72.0,1.137,1.471,40.0,18,10,25
5,0.1,0.5,0.7,4.0,0.6,20,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,4.0,0.7,10,72.0,1.137,1.471,24.0,18,6,25
5,0.1,0.5,0.7,4.0,0.7,15,72.0,1.137,1.471,44.0,18,11,25
5,0.1,0.5,0.7,4.0,0.7,20,72.0,1.137,1.471,48.0,18,12,25
5,0.1,0.6,0.4,2.0,0.4,10,76.0,1.067,1.328,4.0,19,1,25
5,0.1,0.6,0.4,2.0,0.4,15,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.6,0.4,2.0,0.4,20,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.6,0.4,2.0,0.5,10,76.0,1.067,1.328,20.0,19,5,25
5,0.1,0.6,0.4,2.0,0.5,15,76.0,1.067,1.328,40.0,19,10,25
5,0.1,0.6,0.4,2.0,0.5,20,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.6,0.4,2.0,0.6,10,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.6,0.4,2.0,0.6,15,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.6,0.4,2.0,0.6,20,76.0,1.067,1.328,56.0,19,14,25
5,0.1,0.6,0.4,2.0,0.7,10,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.6,0.4,2.0,0.7,15,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.6,0.4,2.0,0.7,20,76.0,1.067,1.328,64.0,19,16,25
5,0.1,0.6,0.4,2.5,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.6,0.4,2.5,0.4,15,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.6,0.4,2.5,0.4,20,76.0,1.067,1.328,16.0,19,4,25
5,0.1,0.6,0.4,2.5,0.5,10,76.0,1.067,1.328,12.0,19,3,25
5,0.1,0.6,0.4,2.5,0.5,15,76.0,1.067,1.328,32.0,19,8,25
5,0.1,0.6,0.4,2.5,0.5,20,76.0,1.067,1.328,36.0,19,9,25
5,0.1,0.6,0.4,2.5,0.6,10,76.0,1.067,1.328,36.0,19,9,25
5,0.1,0.6,0.4,2.5,0.6,15,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.6,0.4,2.5,0.6,20,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.6,0.4,2.5,0.7,10,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.6,0.4,2.5,0.7,15,76.0,1.067,1.328,56.0,19,14,25
5,0.1,0.6,0.4,2.5,0.7,20,76.0,1.067,1.328,60.0,19,15,25
5,0.1,0.6,0.4,3.0,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.6,0.4,3.0,0.4,15,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.6,0.4,3.0,0.4,20,76.0,1.067,1.328,8.0,19,2,25
5,0.1,0.6,0.4,3.0,0.5,10,76.0,1.067,1.328,12.0,19,3,25
5,0.1,0.6,0.4,3.0,0.5,15,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.6,0.4,3.0,0.5,20,76.0,1.067,1.328,28.0,19,7,25
5,0.1,0.6,0.4,3.0,0.6,10,76.0,1.067,1.328,24.0,19,6,25
5,0.1,0.6,0.4,3.0,0.6,15,76.0,1.067,1.328,44.0,19,11,25
5,0.1,0.6,0.4,3.0,0.6,20,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.6,0.4,3.0,0.7,10,76.0,1.067,1.328,32.0,19,8,25
5,0.1,0.6,0.4,3.0,0.7,15,76.0,1.067,1.328,48.0,19,12,25
5,0.1,0.6,0.4,3.0,0.7,20,76.0,1.067,1.328,52.0,19,13,25
5,0.1,0.6,0.4,3.5,0.4,10,76.0,1.067,1.328,0.0,19,0,25
5,0.1,0.6,0.4,3.5,0.4,15,76.0,1.067,1.328,4.0,19,1,25
