k,alpha,min_multiplier,s1_weight,disparity_threshold,similarity_threshold,cluster_size_threshold,accuracy,mae,rmse,flag_rate,n_correct,n_flagged,n_total
10,0.25,0.5,0.5,4.0,0.6,15,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.5,0.5,4.0,0.6,20,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.5,0.5,4.0,0.7,10,68.0,1.256,1.549,16.0,17,4,25
10,0.25,0.5,0.5,4.0,0.7,15,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.5,0.5,4.0,0.7,20,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.5,0.6,2.0,0.4,10,72.0,1.322,1.638,4.0,18,1,25
10,0.25,0.5,0.6,2.0,0.4,15,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.5,0.6,2.0,0.4,20,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.5,0.6,2.0,0.5,10,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.5,0.6,2.0,0.5,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.5,0.6,2.0,0.5,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.5,0.6,2.0,0.6,10,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.5,0.6,2.0,0.6,15,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.5,0.6,2.0,0.6,20,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.5,0.6,2.0,0.7,10,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.5,0.6,2.0,0.7,15,72.0,1.322,1.638,64.0,18,16,25
10,0.25,0.5,0.6,2.0,0.7,20,72.0,1.322,1.638,68.0,18,17,25
10,0.25,0.5,0.6,2.5,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.5,0.6,2.5,0.4,15,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.5,0.6,2.5,0.4,20,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.5,0.6,2.5,0.5,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.5,0.6,2.5,0.5,15,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.6,2.5,0.5,20,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.5,0.6,2.5,0.6,10,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.6,2.5,0.6,15,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.5,0.6,2.5,0.6,20,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.5,0.6,2.5,0.7,10,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.5,0.6,2.5,0.7,15,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.5,0.6,2.5,0.7,20,72.0,1.322,1.638,64.0,18,16,25
10,0.25,0.5,0.6,3.0,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.5,0.6,3.0,0.4,15,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.5,0.6,3.0,0.4,20,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.5,0.6,3.0,0.5,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.5,0.6,3.0,0.5,15,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.5,0.6,3.0,0.5,20,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.6,3.0,0.6,10,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.5,0.6,3.0,0.6,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.5,0.6,3.0,0.6,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.5,0.6,3.0,0.7,10,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.5,0.6,3.0,0.7,15,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.5,0.6,3.0,0.7,20,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.5,0.6,3.5,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.5,0.6,3.5,0.4,15,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.5,0.6,3.5,0.4,20,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.5,0.6,3.5,0.5,10,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.5,0.6,3.5,0.5,15,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.5,0.6,3.5,0.5,20,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.5,0.6,3.5,0.6,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.5,0.6,3.5,0.6,15,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.6,3.5,0.6,20,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.5,0.6,3.5,0.7,10,72.0,1.322,1.638,24.0,18,6,25
10,0.25,0.5,0.6,3.5,0.7,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.5,0.6,3.5,0.7,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.5,0.6,4.0,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.5,0.6,4.0,0.4,15,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.5,0.6,4.0,0.4,20,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.5,0.6,4.0,0.5,10,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.5,0.6,4.0,0.5,15,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.5,0.6,4.0,0.5,20,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.5,0.6,4.0,0.6,10,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.5,0.6,4.0,0.6,15,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.5,0.6,4.0,0.6,20,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.6,4.0,0.7,10,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.5,0.6,4.0,0.7,15,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.5,0.6,4.0,0.7,20,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.5,0.7,2.0,0.4,10,60.0,1.4,1.733,4.0,15,1,25
10,0.25,0.5,0.7,2.0,0.4,15,60.0,1.4,1.733,28.0,15,7,25
10,0.25,0.5,0.7,2.0,0.4,20,60.0,1.4,1.733,32.0,15,8,25
10,0.25,0.5,0.7,2.0,0.5,10,60.0,1.4,1.733,32.0,15,8,25
10,0.25,0.5,0.7,2.0,0.5,15,60.0,1.4,1.733,44.0,15,11,25
10,0.25,0.5,0.7,2.0,0.5,20,60.0,1.4,1.733,48.0,15,12,25
10,0.25,0.5,0.7,2.0,0.6,10,60.0,1.4,1.733,52.0,15,13,25
10,0.25,0.5,0.7,2.0,0.6,15,60.0,1.4,1.733,56.0,15,14,25
10,0.25,0.5,0.7,2.0,0.6,20,60.0,1.4,1.733,60.0,15,15,25
10,0.25,0.5,0.7,2.0,0.7,10,60.0,1.4,1.733,60.0,15,15,25
10,0.25,0.5,0.7,2.0,0.7,15,60.0,1.4,1.733,64.0,15,16,25
10,0.25,0.5,0.7,2.0,0.7,20,60.0,1.4,1.733,68.0,15,17,25
10,0.25,0.5,0.7,2.5,0.4,10,60.0,1.4,1.733,0.0,15,0,25
10,0.25,0.5,0.7,2.5,0.4,15,60.0,1.4,1.733,16.0,15,4,25
10,0.25,0.5,0.7,2.5,0.4,20,60.0,1.4,1.733,20.0,15,5,25
10,0.25,0.5,0.7,2.5,0.5,10,60.0,1.4,1.733,20.0,15,5,25
10,0.25,0.5,0.7,2.5,0.5,15,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.5,0.7,2.5,0.5,20,60.0,1.4,1.733,44.0,15,11,25
10,0.25,0.5,0.7,2.5,0.6,10,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.5,0.7,2.5,0.6,15,60.0,1.4,1.733,52.0,15,13,25
10,0.25,0.5,0.7,2.5,0.6,20,60.0,1.4,1.733,56.0,15,14,25
10,0.25,0.5,0.7,2.5,0.7,10,60.0,1.4,1.733,48.0,15,12,25
10,0.25,0.5,0.7,2.5,0.7,15,60.0,1.4,1.733,60.0,15,15,25
10,0.25,0.5,0.7,2.5,0.7,20,60.0,1.4,1.733,64.0,15,16,25
10,0.25,0.5,0.7,3.0,0.4,10,60.0,1.4,1.733,0.0,15,0,25
10,0.25,0.5,0.7,3.0,0.4,15,60.0,1.4,1.733,12.0,15,3,25
10,0.25,0.5,0.7,3.0,0.4,20,60.0,1.4,1.733,16.0,15,4,25
10,0.25,0.5,0.7,3.0,0.5,10,60.0,1.4,1.733,20.0,15,5,25
10,0.25,0.5,0.7,3.0,0.5,15,60.0,1.4,1.733,36.0,15,9,25
10,0.25,0.5,0.7,3.0,0.5,20,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.5,0.7,3.0,0.6,10,60.0,1.4,1.733,28.0,15,7,25
10,0.25,0.5,0.7,3.0,0.6,15,60.0,1.4,1.733,44.0,15,11,25
10,0.25,0.5,0.7,3.0,0.6,20,60.0,1.4,1.733,48.0,15,12,25
10,0.25,0.5,0.7,3.0,0.7,10,60.0,1.4,1.733,36.0,15,9,25
10,0.25,0.5,0.7,3.0,0.7,15,60.0,1.4,1.733,52.0,15,13,25
10,0.25,0.5,0.7,3.0,0.7,20,60.0,1.4,1.733,56.0,15,14,25
10,0.25,0.5,0.7,3.5,0.4,10,60.0,1.4,1.733,0.0,15,0,25
10,0.25,0.5,0.7,3.5,0.4,15,60.0,1.4,1.733,8.0,15,2,25
10,0.25,0.5,0.7,3.5,0.4,20,60.0,1.4,1.733,12.0,15,3,25
10,0.25,0.5,0.7,3.5,0.5,10,60.0,1.4,1.733,12.0,15,3,25
10,0.25,0.5,0.7,3.5,0.5,15,60.0,1.4,1.733,32.0,15,8,25
10,0.25,0.5,0.7,3.5,0.5,20,60.0,1.4,1.733,36.0,15,9,25
10,0.25,0.5,0.7,3.5,0.6,10,60.0,1.4,1.733,20.0,15,5,25
10,0.25,0.5,0.7,3.5,0.6,15,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.5,0.7,3.5,0.6,20,60.0,1.4,1.733,44.0,15,11,25
10,0.25,0.5,0.7,3.5,0.7,10,60.0,1.4,1.733,24.0,15,6,25
10,0.25,0.5,0.7,3.5,0.7,15,60.0,1.4,1.733,44.0,15,11,25
10,0.25,0.5,0.7,3.5,0.7,20,60.0,1.4,1.733,48.0,15,12,25
10,0.25,0.5,0.7,4.0,0.4,10,60.0,1.4,1.733,0.0,15,0,25
10,0.25,0.5,0.7,4.0,0.4,15,60.0,1.4,1.733,8.0,15,2,25
10,0.25,0.5,0.7,4.0,0.4,20,60.0,1.4,1.733,12.0,15,3,25
10,0.25,0.5,0.7,4.0,0.5,10,60.0,1.4,1.733,8.0,15,2,25
10,0.25,0.5,0.7,4.0,0.5,15,60.0,1.4,1.733,28.0,15,7,25
10,0.25,0.5,0.7,4.0,0.5,20,60.0,1.4,1.733,32.0,15,8,25
10,0.25,0.5,0.7,4.0,0.6,10,60.0,1.4,1.733,16.0,15,4,25
10,0.25,0.5,0.7,4.0,0.6,15,60.0,1.4,1.733,36.0,15,9,25
10,0.25,0.5,0.7,4.0,0.6,20,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.5,0.7,4.0,0.7,10,60.0,1.4,1.733,16.0,15,4,25
10,0.25,0.5,0.7,4.0,0.7,15,60.0,1.4,1.733,36.0,15,9,25
10,0.25,0.5,0.7,4.0,0.7,20,60.0,1.4,1.733,40.0,15,10,25
10,0.25,0.6,0.4,2.0,0.4,10,72.0,1.19,1.467,4.0,18,1,25
10,0.25,0.6,0.4,2.0,0.4,15,72.0,1.19,1.467,28.0,18,7,25
10,0.25,0.6,0.4,2.0,0.4,20,72.0,1.19,1.467,32.0,18,8,25
10,0.25,0.6,0.4,2.0,0.5,10,72.0,1.19,1.467,32.0,18,8,25
10,0.25,0.6,0.4,2.0,0.5,15,72.0,1.19,1.467,44.0,18,11,25
10,0.25,0.6,0.4,2.0,0.5,20,72.0,1.19,1.467,48.0,18,12,25
10,0.25,0.6,0.4,2.0,0.6,10,72.0,1.19,1.467,52.0,18,13,25
10,0.25,0.6,0.4,2.0,0.6,15,72.0,1.19,1.467,56.0,18,14,25
10,0.25,0.6,0.4,2.0,0.6,20,72.0,1.19,1.467,60.0,18,15,25
10,0.25,0.6,0.4,2.0,0.7,10,72.0,1.19,1.467,60.0,18,15,25
10,0.25,0.6,0.4,2.0,0.7,15,72.0,1.19,1.467,64.0,18,16,25
10,0.25,0.6,0.4,2.0,0.7,20,72.0,1.19,1.467,68.0,18,17,25
10,0.25,0.6,0.4,2.5,0.4,10,72.0,1.19,1.467,0.0,18,0,25
10,0.25,0.6,0.4,2.5,0.4,15,72.0,1.19,1.467,16.0,18,4,25
10,0.25,0.6,0.4,2.5,0.4,20,72.0,1.19,1.467,20.0,18,5,25
10,0.25,0.6,0.4,2.5,0.5,10,72.0,1.19,1.467,20.0,18,5,25
10,0.25,0.6,0.4,2.5,0.5,15,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.4,2.5,0.5,20,72.0,1.19,1.467,44.0,18,11,25
10,0.25,0.6,0.4,2.5,0.6,10,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.4,2.5,0.6,15,72.0,1.19,1.467,52.0,18,13,25
10,0.25,0.6,0.4,2.5,0.6,20,72.0,1.19,1.467,56.0,18,14,25
10,0.25,0.6,0.4,2.5,0.7,10,72.0,1.19,1.467,48.0,18,12,25
10,0.25,0.6,0.4,2.5,0.7,15,72.0,1.19,1.467,60.0,18,15,25
10,0.25,0.6,0.4,2.5,0.7,20,72.0,1.19,1.467,64.0,18,16,25
10,0.25,0.6,0.4,3.0,0.4,10,72.0,1.19,1.467,0.0,18,0,25
10,0.25,0.6,0.4,3.0,0.4,15,72.0,1.19,1.467,12.0,18,3,25
10,0.25,0.6,0.4,3.0,0.4,20,72.0,1.19,1.467,16.0,18,4,25
10,0.25,0.6,0.4,3.0,0.5,10,72.0,1.19,1.467,20.0,18,5,25
10,0.25,0.6,0.4,3.0,0.5,15,72.0,1.19,1.467,36.0,18,9,25
10,0.25,0.6,0.4,3.0,0.5,20,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.4,3.0,0.6,10,72.0,1.19,1.467,28.0,18,7,25
10,0.25,0.6,0.4,3.0,0.6,15,72.0,1.19,1.467,44.0,18,11,25
10,0.25,0.6,0.4,3.0,0.6,20,72.0,1.19,1.467,48.0,18,12,25
10,0.25,0.6,0.4,3.0,0.7,10,72.0,1.19,1.467,36.0,18,9,25
10,0.25,0.6,0.4,3.0,0.7,15,72.0,1.19,1.467,52.0,18,13,25
10,0.25,0.6,0.4,3.0,0.7,20,72.0,1.19,1.467,56.0,18,14,25
10,0.25,0.6,0.4,3.5,0.4,10,72.0,1.19,1.467,0.0,18,0,25
10,0.25,0.6,0.4,3.5,0.4,15,72.0,1.19,1.467,8.0,18,2,25
10,0.25,0.6,0.4,3.5,0.4,20,72.0,1.19,1.467,12.0,18,3,25
10,0.25,0.6,0.4,3.5,0.5,10,72.0,1.19,1.467,12.0,18,3,25
10,0.25,0.6,0.4,3.5,0.5,15,72.0,1.19,1.467,32.0,18,8,25
10,0.25,0.6,0.4,3.5,0.5,20,72.0,1.19,1.467,36.0,18,9,25
10,0.25,0.6,0.4,3.5,0.6,10,72.0,1.19,1.467,20.0,18,5,25
10,0.25,0.6,0.4,3.5,0.6,15,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.4,3.5,0.6,20,72.0,1.19,1.467,44.0,18,11,25
10,0.25,0.6,0.4,3.5,0.7,10,72.0,1.19,1.467,24.0,18,6,25
10,0.25,0.6,0.4,3.5,0.7,15,72.0,1.19,1.467,44.0,18,11,25
10,0.25,0.6,0.4,3.5,0.7,20,72.0,1.19,1.467,48.0,18,12,25
10,0.25,0.6,0.4,4.0,0.4,10,72.0,1.19,1.467,0.0,18,0,25
10,0.25,0.6,0.4,4.0,0.4,15,72.0,1.19,1.467,8.0,18,2,25
10,0.25,0.6,0.4,4.0,0.4,20,72.0,1.19,1.467,12.0,18,3,25
10,0.25,0.6,0.4,4.0,0.5,10,72.0,1.19,1.467,8.0,18,2,25
10,0.25,0.6,0.4,4.0,0.5,15,72.0,1.19,1.467,28.0,18,7,25
10,0.25,0.6,0.4,4.0,0.5,20,72.0,1.19,1.467,32.0,18,8,25
10,0.25,0.6,0.4,4.0,0.6,10,72.0,1.19,1.467,16.0,18,4,25
10,0.25,0.6,0.4,4.0,0.6,15,72.0,1.19,1.467,36.0,18,9,25
10,0.25,0.6,0.4,4.0,0.6,20,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.4,4.0,0.7,10,72.0,1.19,1.467,16.0,18,4,25
10,0.25,0.6,0.4,4.0,0.7,15,72.0,1.19,1.467,36.0,18,9,25
10,0.25,0.6,0.4,4.0,0.7,20,72.0,1.19,1.467,40.0,18,10,25
10,0.25,0.6,0.5,2.0,0.4,10,68.0,1.256,1.549,4.0,17,1,25
10,0.25,0.6,0.5,2.0,0.4,15,68.0,1.256,1.549,28.0,17,7,25
10,0.25,0.6,0.5,2.0,0.4,20,68.0,1.256,1.549,32.0,17,8,25
10,0.25,0.6,0.5,2.0,0.5,10,68.0,1.256,1.549,32.0,17,8,25
10,0.25,0.6,0.5,2.0,0.5,15,68.0,1.256,1.549,44.0,17,11,25
10,0.25,0.6,0.5,2.0,0.5,20,68.0,1.256,1.549,48.0,17,12,25
10,0.25,0.6,0.5,2.0,0.6,10,68.0,1.256,1.549,52.0,17,13,25
10,0.25,0.6,0.5,2.0,0.6,15,68.0,1.256,1.549,56.0,17,14,25
10,0.25,0.6,0.5,2.0,0.6,20,68.0,1.256,1.549,60.0,17,15,25
10,0.25,0.6,0.5,2.0,0.7,10,68.0,1.256,1.549,60.0,17,15,25
10,0.25,0.6,0.5,2.0,0.7,15,68.0,1.256,1.549,64.0,17,16,25
10,0.25,0.6,0.5,2.0,0.7,20,68.0,1.256,1.549,68.0,17,17,25
10,0.25,0.6,0.5,2.5,0.4,10,68.0,1.256,1.549,0.0,17,0,25
10,0.25,0.6,0.5,2.5,0.4,15,68.0,1.256,1.549,16.0,17,4,25
10,0.25,0.6,0.5,2.5,0.4,20,68.0,1.256,1.549,20.0,17,5,25
10,0.25,0.6,0.5,2.5,0.5,10,68.0,1.256,1.549,20.0,17,5,25
10,0.25,0.6,0.5,2.5,0.5,15,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.5,2.5,0.5,20,68.0,1.256,1.549,44.0,17,11,25
10,0.25,0.6,0.5,2.5,0.6,10,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.5,2.5,0.6,15,68.0,1.256,1.549,52.0,17,13,25
10,0.25,0.6,0.5,2.5,0.6,20,68.0,1.256,1.549,56.0,17,14,25
10,0.25,0.6,0.5,2.5,0.7,10,68.0,1.256,1.549,48.0,17,12,25
10,0.25,0.6,0.5,2.5,0.7,15,68.0,1.256,1.549,60.0,17,15,25
10,0.25,0.6,0.5,2.5,0.7,20,68.0,1.256,1.549,64.0,17,16,25
10,0.25,0.6,0.5,3.0,0.4,10,68.0,1.256,1.549,0.0,17,0,25
10,0.25,0.6,0.5,3.0,0.4,15,68.0,1.256,1.549,12.0,17,3,25
10,0.25,0.6,0.5,3.0,0.4,20,68.0,1.256,1.549,16.0,17,4,25
10,0.25,0.6,0.5,3.0,0.5,10,68.0,1.256,1.549,20.0,17,5,25
10,0.25,0.6,0.5,3.0,0.5,15,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.6,0.5,3.0,0.5,20,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.5,3.0,0.6,10,68.0,1.256,1.549,28.0,17,7,25
10,0.25,0.6,0.5,3.0,0.6,15,68.0,1.256,1.549,44.0,17,11,25
10,0.25,0.6,0.5,3.0,0.6,20,68.0,1.256,1.549,48.0,17,12,25
10,0.25,0.6,0.5,3.0,0.7,10,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.6,0.5,3.0,0.7,15,68.0,1.256,1.549,52.0,17,13,25
10,0.25,0.6,0.5,3.0,0.7,20,68.0,1.256,1.549,56.0,17,14,25
10,0.25,0.6,0.5,3.5,0.4,10,68.0,1.256,1.549,0.0,17,0,25
10,0.25,0.6,0.5,3.5,0.4,15,68.0,1.256,1.549,8.0,17,2,25
10,0.25,0.6,0.5,3.5,0.4,20,68.0,1.256,1.549,12.0,17,3,25
10,0.25,0.6,0.5,3.5,0.5,10,68.0,1.256,1.549,12.0,17,3,25
10,0.25,0.6,0.5,3.5,0.5,15,68.0,1.256,1.549,32.0,17,8,25
10,0.25,0.6,0.5,3.5,0.5,20,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.6,0.5,3.5,0.6,10,68.0,1.256,1.549,20.0,17,5,25
10,0.25,0.6,0.5,3.5,0.6,15,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.5,3.5,0.6,20,68.0,1.256,1.549,44.0,17,11,25
10,0.25,0.6,0.5,3.5,0.7,10,68.0,1.256,1.549,24.0,17,6,25
10,0.25,0.6,0.5,3.5,0.7,15,68.0,1.256,1.549,44.0,17,11,25
10,0.25,0.6,0.5,3.5,0.7,20,68.0,1.256,1.549,48.0,17,12,25
10,0.25,0.6,0.5,4.0,0.4,10,68.0,1.256,1.549,0.0,17,0,25
10,0.25,0.6,0.5,4.0,0.4,15,68.0,1.256,1.549,8.0,17,2,25
10,0.25,0.6,0.5,4.0,0.4,20,68.0,1.256,1.549,12.0,17,3,25
10,0.25,0.6,0.5,4.0,0.5,10,68.0,1.256,1.549,8.0,17,2,25
10,0.25,0.6,0.5,4.0,0.5,15,68.0,1.256,1.549,28.0,17,7,25
10,0.25,0.6,0.5,4.0,0.5,20,68.0,1.256,1.549,32.0,17,8,25
10,0.25,0.6,0.5,4.0,0.6,10,68.0,1.256,1.549,16.0,17,4,25
10,0.25,0.6,0.5,4.0,0.6,15,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.6,0.5,4.0,0.6,20,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.5,4.0,0.7,10,68.0,1.256,1.549,16.0,17,4,25
10,0.25,0.6,0.5,4.0,0.7,15,68.0,1.256,1.549,36.0,17,9,25
10,0.25,0.6,0.5,4.0,0.7,20,68.0,1.256,1.549,40.0,17,10,25
10,0.25,0.6,0.6,2.0,0.4,10,72.0,1.322,1.638,4.0,18,1,25
10,0.25,0.6,0.6,2.0,0.4,15,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.6,0.6,2.0,0.4,20,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.6,0.6,2.0,0.5,10,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.6,0.6,2.0,0.5,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.6,0.6,2.0,0.5,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.6,0.6,2.0,0.6,10,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.6,0.6,2.0,0.6,15,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.6,0.6,2.0,0.6,20,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.6,0.6,2.0,0.7,10,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.6,0.6,2.0,0.7,15,72.0,1.322,1.638,64.0,18,16,25
10,0.25,0.6,0.6,2.0,0.7,20,72.0,1.322,1.638,68.0,18,17,25
10,0.25,0.6,0.6,2.5,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.6,0.6,2.5,0.4,15,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.6,0.6,2.5,0.4,20,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.6,0.6,2.5,0.5,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.6,0.6,2.5,0.5,15,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.6,0.6,2.5,0.5,20,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.6,0.6,2.5,0.6,10,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.6,0.6,2.5,0.6,15,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.6,0.6,2.5,0.6,20,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.6,0.6,2.5,0.7,10,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.6,0.6,2.5,0.7,15,72.0,1.322,1.638,60.0,18,15,25
10,0.25,0.6,0.6,2.5,0.7,20,72.0,1.322,1.638,64.0,18,16,25
10,0.25,0.6,0.6,3.0,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.6,0.6,3.0,0.4,15,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.6,0.6,3.0,0.4,20,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.6,0.6,3.0,0.5,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.6,0.6,3.0,0.5,15,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.6,0.6,3.0,0.5,20,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.6,0.6,3.0,0.6,10,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.6,0.6,3.0,0.6,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.6,0.6,3.0,0.6,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.6,0.6,3.0,0.7,10,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.6,0.6,3.0,0.7,15,72.0,1.322,1.638,52.0,18,13,25
10,0.25,0.6,0.6,3.0,0.7,20,72.0,1.322,1.638,56.0,18,14,25
10,0.25,0.6,0.6,3.5,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.6,0.6,3.5,0.4,15,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.6,0.6,3.5,0.4,20,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.6,0.6,3.5,0.5,10,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.6,0.6,3.5,0.5,15,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.6,0.6,3.5,0.5,20,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.6,0.6,3.5,0.6,10,72.0,1.322,1.638,20.0,18,5,25
10,0.25,0.6,0.6,3.5,0.6,15,72.0,1.322,1.638,40.0,18,10,25
10,0.25,0.6,0.6,3.5,0.6,20,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.6,0.6,3.5,0.7,10,72.0,1.322,1.638,24.0,18,6,25
10,0.25,0.6,0.6,3.5,0.7,15,72.0,1.322,1.638,44.0,18,11,25
10,0.25,0.6,0.6,3.5,0.7,20,72.0,1.322,1.638,48.0,18,12,25
10,0.25,0.6,0.6,4.0,0.4,10,72.0,1.322,1.638,0.0,18,0,25
10,0.25,0.6,0.6,4.0,0.4,15,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.6,0.6,4.0,0.4,20,72.0,1.322,1.638,12.0,18,3,25
10,0.25,0.6,0.6,4.0,0.5,10,72.0,1.322,1.638,8.0,18,2,25
10,0.25,0.6,0.6,4.0,0.5,15,72.0,1.322,1.638,28.0,18,7,25
10,0.25,0.6,0.6,4.0,0.5,20,72.0,1.322,1.638,32.0,18,8,25
10,0.25,0.6,0.6,4.0,0.6,10,72.0,1.322,1.638,16.0,18,4,25
10,0.25,0.6,0.6,4.0,0.6,15,72.0,1.322,1.638,36.0,18,9,25
10,0.25,0.6,0.6,4.0,0.6,20,72.0,1.322,1.638,40.0,18,10,25
